geonameid,name,admin1,geom,cluster
5446468,Sherman Center School (historical),KS,0101000020CE130000183D80C2860717C1B4EA1B65EBE13C41,-1
5446483,Shields Elementary School,KS,0101000020CE130000F73DD606946717C1F4CE815E97903A41,-1
5446492,Silverdale School (historical),KS,0101000020CE1300005DC67885E59119C1CB1E013910CA3941,-1
5446495,Skyline School (historical),KS,0101000020CE13000027F1541EF28019C1EE078E6E4FAA3941,-1
5446497,Smith School (historical),KS,0101000020CE1300001C898A0F20CC1EC1DE1250B083A43C41,-1
5446500,Soddy School (historical),KS,0101000020CE13000052C7A470965E1AC17C5EEAF18FB53B41,-1
5446519,South Fork School (historical),KS,0101000020CE1300004C0A0931EE491DC1FFCA21EE54E73C41,-1
5446523,Liberal South Middle School,KS,0101000020CE13000002B9702A3C7D1AC149BBD0F915E03741,78
5446528,South Star School (historical),KS,0101000020CE13000085DC420288751DC1BE9F7D01E4523C41,-1
5446537,Southwestern Heights Junior / Senior High School,KS,0101000020CE13000099BA6F6156EB18C16F9EA49BD3343841,-1
5446540,Southwest Kansas Area Vocational-Technical School,KS,0101000020CE1300003E228E3C046415C10CF14C22B8153941,75
5446542,Spring Branch School (historical),KS,0101000020CE130000E56D21F8DEE015C1EA7E5A57DAD73C41,-1
5446553,Spring Valley School,KS,0101000020CE130000EF3F589BBA151DC1443B0EC6AEBB3841,-1
5446565,Star School (historical),KS,0101000020CE130000306852EE5F4216C124D31E34C9D53C41,-1
5446566,Star School (historical),KS,0101000020CE130000975ED53CDF8E1AC1D7554D33D5BA3B41,-1
5446567,State Park School (historical),KS,0101000020CE1300003A61E7AA77D719C1942CFF309FA73A41,-1
5446588,Sublette Elementary School,KS,0101000020CE1300006228672A11E319C1D9FAE1D1EAA53841,-1
5446592,Sullivan Elementary School,KS,0101000020CE130000AA7C47B5BAA11CC15C1D01891EDD3841,79
5446599,Sunny Ridge School (historical),KS,0101000020CE130000E0043137F2E61DC181B97B0A4E813C41,-1
5446600,Sunnyside Elementary School,KS,0101000020CE130000A5B12E86626C15C1E6CB4F53110B3941,75
5446601,Sunnyslope School (historical),KS,0101000020CE13000042384C7439FC16C14DEF149774DB3C41,-1
5446623,Taloga School,KS,0101000020CE13000014F529FE902920C1E4B5A72B5D3C3841,-1
5446630,Theoni Elementary School,KS,0101000020CE13000042F469C124AD17C1FB7B8E7484373941,-1
5446637,Syracuse High School,KS,0101000020CE130000B3FF2F8E06861EC1C390FE23D5933941,-1
5446649,Trinity School (historical),KS,0101000020CE130000F3CDC9FE40A619C1A83C820BD6D33C41,-1
5446651,Tully School (historical),KS,0101000020CE130000DFC9A0C484A019C1183D08EE6D453C41,-1
5446668,Union School (historical),KS,0101000020CE130000670FDE3FB62D1FC1BE24916FA5333C41,-1
5446669,Union Star School (historical),KS,0101000020CE13000063E8A585CD251EC17899C4CA63523C41,-1
5446678,Utica Elementary School,KS,0101000020CE130000BC810CC211F015C16119BC69F4983A41,-1
5446679,Utica High School,KS,0101000020CE130000F53F109451F115C11DAB5D7C85983A41,-1
5446681,Valentine Elementary School (historical),KS,0101000020CE1300009552C452C04F19C1ECF2CF272E763941,-1
5446685,Valley View School (historical),KS,0101000020CE130000EC1377A9485B19C1587ED9DDC8603C41,-1
5446690,Vallonia School (historical),KS,0101000020CE130000C6B1554AD7C416C18C477F33CDBA3C41,-1
5446691,Vanceville School (historical),KS,0101000020CE130000057F037502841BC188C62F3825763841,-1
5446692,Veteran School (historical),KS,0101000020CE130000B3FC27CA8F8F19C15AD8DB8AAFE03941,-1
5446693,Vickers School (historical),KS,0101000020CE1300004D85FB335E4F18C1AA2D48F8E8533C41,-1
5446698,Violenta School (historical),KS,0101000020CE13000092712D64406D18C1844B83D4202B3C41,-1
5446713,Wallace County High School,KS,0101000020CE1300000611D1348E251EC15758B21F52243B41,-1
5446714,Wallace Elementary School,KS,0101000020CE130000BD8854E9004B1DC13CD87E4668283B41,-1
5446717,Valley School,KS,0101000020CE13000028A4A7AD40721AC1EB2C324ECAFE3841,-1
5446718,Walnut Ridge School (historical),KS,0101000020CE130000DAB5D3A130AE14C1DE214A8BFEC73C41,-1
5446719,Walsh School (historical),KS,0101000020CE130000F07CE9E0584C19C10BCAC5F47FE23C41,-1
5446724,Warren School,KS,0101000020CE130000D8B314E095211EC1A1510B882E363C41,-1
5446726,Warrendale School,KS,0101000020CE1300009F0B03E4686A1BC138F7BE556C083941,-1
5446728,Washington Elementary School,KS,0101000020CE1300001240244E2C741AC1B6E920EC34EA3741,78
5446733,Welsh School (historical),KS,0101000020CE130000C2FA6DE4FA1A18C11DAC26FBA8603C41,-1
5446737,Weskan Elementary School,KS,0101000020CE130000158FB01A89451FC1C382DE5B05193B41,-1
5446738,Weskan High School,KS,0101000020CE13000007D015EE7A451FC1771FEA5522193B41,-1
5446743,Walnut Grove School (historical),KS,0101000020CE1300004E68352C82191CC1F8B3D92234CD3C41,-1
5446754,Liberal West Middle School,KS,0101000020CE13000053C1C8877F901AC179152ADBB2E83741,78
5446762,Wheatland Elementary School,KS,0101000020CE13000037F7A45AE95817C1099BA179DF6A3B41,-1
5446763,Wheatland High School,KS,0101000020CE130000B4C8A4AF176817C1F8B50E972F673B41,-1
5446769,White Lily School (historical),KS,0101000020CE1300008DD997D0C7311DC161DA671A49FC3C41,-1
5446770,White Lily School (historical),KS,0101000020CE13000011F834DAA7191BC11E69D3BC92CF3C41,-1
5446773,White School (historical),KS,0101000020CE130000D887FB4EF5B81EC11742570183BA3C41,-1
5446781,Wichita County Junior - Senior High School,KS,0101000020CE13000048C1FD81944C1CC18E49A142D4653A41,-1
5446814,Ulysses High School,KS,0101000020CE13000000F01ABDE8A61CC1D42FA40966DD3841,79
5446828,School Number 30,NE,0101000020CE13000097EC3E4EDA101FC1DDF85155ADEA3E41,-1
5454081,Zanobia School (historical),KS,0101000020CE1300006CB0D59F28A319C1572647F6DA923A41,-1
5454132,Abo Elementary School,NM,0101000020CE1300002AD012E503D527C11B92E5F045163141,0
5454152,Abundant Life Christian Academy,NM,0101000020CE130000500D0648BBD52DC143101C5B3D843441,1
5454170,Acequia Madre School,NM,0101000020CE130000B9D5BB0094222BC1BA75DF7BD91D3641,2
5454199,Acequia Madre Elementary School,NM,0101000020CE13000046B958ED482A2BC13B885BABB51A3641,2
5454224,Acoma Elementary School,NM,0101000020CE13000058F4DC95FAF42CC1EEDDA5BF26363541,3
5454232,Acomita School,NM,0101000020CE1300006233A69C6CE12FC11E162BF2A74E3541,-1
5454270,Adelino School,NM,0101000020CE1300000931D6F93BB02DC1C5336CC336983441,-1
5454500,Alameda Elementary School,NM,0101000020CE130000B183F7B4FE322DC1CEDC6BB9E7623541,-1
5454501,Alameda Elementary School,NM,0101000020CE130000348F8B6685C42EC19AB389C5008D3041,4
5454503,Alameda Junior HIgh School,NM,0101000020CE130000AEDC84A437492BC1B4595BB8D80B3641,2
5454504,Alameda Junior High School,NM,0101000020CE13000059F27FB732C22EC18BD3C18B878B3041,4
5454505,Alameda Junior High School,NM,0101000020CE13000098B345486E392BC14C6D7A07E1203641,2
5454508,Alameda School,NM,0101000020CE130000C3F39B0AEEC32EC15A8719D1D18D3041,4
5454561,Alamo Day School,NM,0101000020CE130000AC5A6E2EE3F22FC1C7B02E90353E3441,-1
5454573,Alamo Navajo School,NM,0101000020CE1300009D130F14DF572FC1C58DE56694AA3341,-1
5454625,Alamogordo Christian Academy,NM,0101000020CE130000D5E8046382362CC1C766CB3E5D673141,5
5454666,Alamosa Elementary School,NM,0101000020CE130000922E54FEFB7A2DC1217642F9E8323541,3
5454692,Albert Academy,NM,0101000020CE130000452E74043D5025C1C5BE4DFEB0343641,-1
5454712,Albuquerque Academy,NM,0101000020CE130000A9CF34B2F8082DC1305A4C7B924F3541,6
5454722,Albuquerque High School,NM,0101000020CE1300000D90DEFAA9472DC1A5255305EE3A3541,3
5454747,Alcalde Elementary School,NM,0101000020CE13000005E412ECC4532BC11828691828D43641,-1
5454803,Alexander Elementary School,NM,0101000020CE13000078FB38461FD224C118BA3CE66C243141,7
5454851,All Tribes Indian Mission School,NM,0101000020CE130000FA6BC9B504F92CC1251CF8D30C903541,8
5454928,Alta Vista Middle School,NM,0101000020CE130000AAEEA41CAF7B27C16541714B5C5C3041,9
5454933,Alternative School Program,NM,0101000020CE130000AAEEA41CAF7B27C16541714B5C5C3041,9
5454968,Alvarado Elementary School,NM,0101000020CE130000DC78D2A1854F2DC1728787E267533541,3
5454978,Alvis School,NM,0101000020CE13000019751988776E23C12C7231C0D6143741,10
5454979,Alvord Elementary School,NM,0101000020CE1300001FAE401346332BC1FD9E5FD7751F3641,2
5454989,Amalia School,NM,0101000020CE130000D75174976F6929C15B38DF1BF32A3841,-1
5454990,Amand Hammer World College of the American West,NM,0101000020CE130000D529EF65F45D29C1E80C3EF492FA3541,-1
5455055,Amistad Elementary School,NM,0101000020CE13000065898D3F9D7323C1BD243375D6173741,10
5455245,Animas Elementary School,NM,0101000020CE1300009E1007DF837330C1AE0CA66EBD413841,11
5455251,Animas High School,NM,0101000020CE130000C8F6D160CF5532C1FAE61B4AD2493041,-1
5455260,Ann Parish Elementary,NM,0101000020CE1300001FA5C4F10CA82DC1ACF05029ACC03441,12
5455261,Ann Parish Elementary School,NM,0101000020CE13000042188511F6A82DC14B3CCD2316C03441,12
5455385,Anthony Elementary School,NM,0101000020CE130000101A39519F5F2EC1508AA2371AFA2F41,-1
5455406,Anton Chico Elementary School,NM,0101000020CE130000A36355E84B2629C1E04BC9B937313541,-1
5455495,Apache School,NM,0101000020CE130000D355BE2C857130C10C5DA4C66B443841,11
5455663,Arise and Shine School,NM,0101000020CE1300003C266963756731C1A92C5E6ECB913141,13
5455694,Armijo Elementary School,NM,0101000020CE1300001FD23015F4652DC1733A7D75342D3541,3
5455711,Armijo Elementary School,NM,0101000020CE1300003844B3A7AE1629C1F6E670017ADD3541,14
5455741,Arrey Elementary School,NM,0101000020CE130000A8D37E01650830C17DAE994382883141,-1
5455774,Arroyo Hondo Elementary School,NM,0101000020CE13000011BB193BD9212AC1D881510CD6883741,-1
5455777,Arroyo Seco Elementary School,NM,0101000020CE13000037390BD9FCDD29C157ACF7C90E7E3741,-1
5455788,Arroyo del Oso Elementary School,NM,0101000020CE130000D4C9BC6B47182DC1B4F5DBC6CB503541,-1
5455801,Artesia High School,NM,0101000020CE1300002AD012E503D527C11B92E5F045163141,0
5455870,Aspen Elementary School,NM,0101000020CE130000FE52ED4550212CC14349AAA189843641,15
5455875,Aspen Meadows Hospital School,NM,0101000020CE130000391986F0A8162BC134768301B8EF3641,-1
5455882,Aspen School,NM,0101000020CE1300000196B8A968182CC15070525E8D893641,15
5455908,Atalaya Elementary School,NM,0101000020CE1300008D2B12789D172BC1417148B9191A3641,2
5455972,Atrisco Elementary School,NM,0101000020CE130000B26DF025E3732DC1222A0CCC7A2E3541,3
5456057,Aztec High School,NM,0101000020CE130000D9C9E522802330C1BE4E8B7E54523841,16
5456061,Aztec Montessori School,NM,0101000020CE1300009C01747D346D31C123C141A236513641,17
5456072,Aztec School,NM,0101000020CE130000BFC5D1CACFFE2CC1F3107377453E3541,3
5456227,Bagley School,NM,0101000020CE130000FCAA73D7979725C1B9243FD8A2E13141,-1
5456378,Bandelier Elementary School,NM,0101000020CE1300008FB1128DD4362DC17C1F85AB952E3541,3
5456461,Barcelona Elementary School,NM,0101000020CE130000A67718BEFB762DC17F4E2DD9D7203541,-1
5456527,Barranca Mesa Elementary School,NM,0101000020CE130000FE52ED4550212CC14349AAA189843641,15
5456529,Barranca School,NM,0101000020CE1300001194EEE067032CC186DE7440D58B3641,15
5456571,Barry Elementary School,NM,0101000020CE130000296122F3CD0924C1262271100B9C3341,18
5456692,Bayard Elementary School,NM,0101000020CE130000594769D8E43131C119BE9E8137873141,-1
5456784,Bear Den School,NM,0101000020CE13000078DB87596CFD2DC1BECAF6A4D4503241,-1
5456969,Bel-Air Elementary School,NM,0101000020CE130000DEE2579626272DC19FC449405B423541,3
5456980,Belen High School,NM,0101000020CE130000F42B674C24D42DC1D73D5E78FA853441,1
5457031,Bell School,NM,0101000020CE13000011259D4553C230C119FCD6D58C9F3041,19
5457037,Bella Vista Elementary School,NM,0101000020CE130000296122F3CD0924C1262271100B9C3341,18
5457092,Benito School,NM,0101000020CE130000059CD78057182FC12717D317878C3841,-1
5457126,Bent Public School,NM,0101000020CE130000BE71C0E22BCC2BC1BA83A3F6BED43141,-1
5457144,Berean Mission Navajo School,NM,0101000020CE1300008A2FBD90C92330C1685FA478CA303841,20
5457145,Berean School,NM,0101000020CE130000FEB162D4870730C1A503733F42A43741,-1
5457148,Berino Elementary School,NM,0101000020CE130000101A39519F5F2EC1508AA2371AFA2F41,-1
5457182,Bernalillo High School,NM,0101000020CE1300000DDD9B3ECEEF2CC15960E220B3983541,8
5457185,Bernalillo Middle School,NM,0101000020CE1300009E08DFC5C7F82CC1BB36E01489953541,8
5457215,Berrendo School,NM,0101000020CE130000DB77B71A1E0128C1B0B4209238253241,-1
5457309,Bible Baptist School,NM,0101000020CE130000EFBCAA99F29630C12156E98626773641,21
5457310,Bible Baptist Shepherd,NM,0101000020CE130000E046004EE4D12FC1A19039CBAC643741,-1
5457326,Bickley School,NM,0101000020CE130000250F1DB3A40C24C17A8D87188F9F3341,18
5457990,Blanco Elementary School,NM,0101000020CE1300008A2FBD90C92330C1685FA478CA303841,20
5458036,Blessed kateri Tekakwitha School,NM,0101000020CE13000000AED15E81BF30C195A4896BE4023641,-1
5458207,Bluewater Elementary School,NM,0101000020CE1300001F84AABE8ACF29C1C9E4F788D6683241,-1
5458223,Bluffview School,NM,0101000020CE1300006175A09FFA6530C133A0EC8D943B3841,-1
5458439,Booker T Washington Center,NM,0101000020CE1300008706F9D30F4824C15909ADD0A3B53041,22
5458509,Borrega Pass,NM,0101000020CE130000C94F4FDE0CB030C1CE7DF331637A3641,-1
5458549,Bosque Farms Christian Academy,NM,0101000020CE1300001F92FE7923A42DC1AA048B6D2BD73441,-1
5458551,Bosque Farms School,NM,0101000020CE1300007476304FAF902DC1870636FAB9D43441,-1
5458559,Bosque School (historical),NM,0101000020CE13000084E639F4E0762EC10D854976580C3041,-1
5458718,Bradley School,NM,0101000020CE130000360EF615D9B92EC1ADA62D53C4873041,4
5458778,Brazito School (historical),NM,0101000020CE130000E8946E4ABA9E2EC160C7429B7C573041,-1
5458809,Brethren Navajo Boarding School,NM,0101000020CE1300004439E369B4162FC1007B0F7F993F3741,-1
5458810,Brethren in Christ Mission School,NM,0101000020CE130000698CAB75A70730C18F916DF4C6853741,-1
5458864,Broadmoor Elementary School,NM,0101000020CE1300008706F9D30F4824C15909ADD0A3B53041,22
5458938,Brown Elementary School,NM,0101000020CE13000077AB57F14E7424C1052590EF5F403341,23
5458954,Brown School,NM,0101000020CE130000263AF1D2327724C1505AE65A6B3E3341,23
5459208,Buena Vista School,NM,0101000020CE130000A3CEA82B841E2CC1F9FB07E7766B3141,5
5459209,Buena Vista School,NM,0101000020CE1300000E9FE815414C25C1A2A9861395F13441,24
5459384,Burke Junior High School,NM,0101000020CE130000D72F09007D9D24C100388490BF712F41,-1
5459647,C V Junior High School,NM,0101000020CE130000D9C9E522802330C1BE4E8B7E54523841,16
5459656,CA School,NM,0101000020CE130000F364C3C2C66A25C1E463075402BC3541,-1
5459657,CARC Farm School,NM,0101000020CE130000AAEEA41CAF7B27C16541714B5C5C3041,9
5459944,Calvary Christian School,NM,0101000020CE130000971227C163162CC1A97892FD43863641,15
5459972,Cameo Elementary School,NM,0101000020CE130000296122F3CD0924C1262271100B9C3341,18
5460146,Canjilon Elementary School,NM,0101000020CE130000F5DBC05C95382CC1268618D2688C3741,-1
5460166,Cañon Brethren School,NM,0101000020CE1300005FAE8DDD8EE529C133381EE763453741,-1
5460205,Cañoncito Navajo Day School,NM,0101000020CE1300008115F5210D962EC1477EE664F04F3541,-1
5460232,Cañones Grade School,NM,0101000020CE1300000F42002C26532CC1BC436811050C3741,-1
5460258,Canton School,NM,0101000020CE130000FC18D690196326C16B7BB1C3CD613341,-1
5460299,Canyoncito Montessori School,NM,0101000020CE130000971227C163162CC1A97892FD43863641,15
5460300,Canyoncito School,NM,0101000020CE1300005872C8613B0F2CC1370331232A843641,15
5460319,Capital Christian School,NM,0101000020CE1300002EDBB423DA392BC1957455F7F81D3641,2
5460323,Capitan Elementary School,NM,0101000020CE13000040D97FD4E1EC2AC1A6EEA1A71F713241,-1
5460326,Capitan High School,NM,0101000020CE13000040D97FD4E1EC2AC1A6EEA1A71F713241,-1
5460348,Capitol High School,NM,0101000020CE13000098FF6C06D8762BC18D6C970946083641,-1
5460365,Capshaw Junior High School,NM,0101000020CE130000C4DE400F6F342BC184E273709E103641,2
5460397,Capulin School,NM,0101000020CE1300005FCADEB9075A2DC1E608350EBD2D3741,-1
5460456,Carlos Gilbert Elementary School,NM,0101000020CE130000DE8D2A46672B2BC11787AF5AA71F3641,2
5460457,Carlos Gilbert Elementary School,NM,0101000020CE1300009AA78335C6292BC177175559BF223641,2
5460464,Carlsbad High School,NM,0101000020CE130000AAEEA41CAF7B27C16541714B5C5C3041,9
5460571,Carrizozo Elementary School,NM,0101000020CE130000A191E103DFB82BC1B1807C4F77A73241,-1
5460573,Carrizozo Middle School,NM,0101000020CE130000A191E103DFB82BC1B1807C4F77A73241,-1
5460582,Carrol Elementary School,NM,0101000020CE130000A8388C2481F12CC19FAF84C27E953541,8
5460590,Carrizozo High School,NM,0101000020CE130000A191E103DFB82BC1B1807C4F77A73241,-1
5460597,Carson School Historic Site,NM,0101000020CE130000FD7E9E2980732AC1F02F5E31A3413741,-1
5460624,Carver School,NM,0101000020CE130000FA5A29597FFF27C1FF1E55F34A093241,25
5460638,Casa Colorada School,NM,0101000020CE1300006D31822BDBCB2DC14A7C77CA075A3441,-1
5460652,Casa Salazar School,NM,0101000020CE130000DA110CBF54602EC1A84377F7A2063641,-1
5460771,Cathedral High School,NM,0101000020CE130000ADB4B6E6906D31C1D1BDC9AE174D3641,17
5460787,Caton Junior High School,NM,0101000020CE1300008FEDAE51306A24C1E0962A8808433041,-1
5460833,Cavel School,NM,0101000020CE130000B206FA7492BD27C104B7E1BB54FA3241,-1
5461049,Center Point School,NM,0101000020CE1300005CDBEB9BE41E2CC16C83AB025AE13341,-1
5461051,Center School,NM,0101000020CE1300006021F29F801424C17CBF79F462833341,-1
5461057,Center for Exceptional Children,NM,0101000020CE13000054C37BD2D8322CC15DED3C687E643141,5
5461074,Central Chritian School,NM,0101000020CE1300009A29ED81580828C122E2A01422073241,25
5461079,Central Elementary School,NM,0101000020CE1300002AD012E503D527C11B92E5F045163141,0
5461080,Central Elementary School,NM,0101000020CE130000594769D8E43131C119BE9E8137873141,-1
5461081,Central Elementary School,NM,0101000020CE1300001C0FFB33541A32C1C62EAE7303F13041,26
5461082,Central Elementary School,NM,0101000020CE130000F42B674C24D42DC1D73D5E78FA853441,1
5461083,Central High School,NM,0101000020CE1300008226CCD35BA730C17A43130B874C3841,27
5461085,Central Junior High School,NM,0101000020CE130000F6BE0F1BCA6D31C12CA6ABADD24F3641,17
5461086,Central Junior High School,NM,0101000020CE130000458CDDE26BA630C10E744520494C3841,27
5461090,Central School,NM,0101000020CE13000030443D218D7B2EC1D46E13D6C9B22F41,-1
5461091,Central School,NM,0101000020CE1300004FD7F3038FC12EC1F240A317F0883041,4
5461092,Central School,NM,0101000020CE1300002AD012E503D527C11B92E5F045163141,0
5461111,Cerrillos Public School (historical),NM,0101000020CE130000C79FA93111C32BC1FF0FE35503BF3541,-1
5461147,Cerro Elementary School,NM,0101000020CE130000906151A981DF29C18712B6BC61CF3741,28
5461245,Chama Elementary School,NM,0101000020CE130000009BC8730C712CC160FAF8B4104A3841,-1
5461260,Chamberino School,NM,0101000020CE1300007479D77ADD8D2EC1FFD88429730B3041,-1
5461271,Chamisa Elementary,NM,0101000020CE1300003E8B835E72D42BC1D453240F0E683641,-1
5461327,Chaparral Junior High School,NM,0101000020CE130000904E053E78252CC1B4F7B80745693141,5
5461344,Chaparral Elementary School,NM,0101000020CE1300009D5A92CB3E402BC17F2F0B09680F3641,2
5461490,Chee Dodge Elementary School,NM,0101000020CE1300009C01747D346D31C123C141A236513641,17
5461547,Chi Chil Tah Jones Ranch School,NM,0101000020CE130000020509DBFBB031C1F7E2A0364EB63541,-1
5461613,Child Garden School,NM,0101000020CE1300009A29ED81580828C122E2A01422073241,25
5461614,Childrens School,NM,0101000020CE130000AEDC84A437492BC1B4595BB8D80B3641,2
5461640,Chimayo Elementary School,NM,0101000020CE130000ED2DBE0B26062BC187FF485B0FAA3641,-1
5461730,Chisum Elementary School,NM,0101000020CE130000AFB22D86E6FA27C144046F3E7D033241,25
5461807,Christian Life Academy,NM,0101000020CE130000AEDC84A437492BC1B4595BB8D80B3641,2
5461880,Church Rock Elementary School,NM,0101000020CE1300009C01747D346D31C123C141A236513641,17
5461998,Chuska Boarding School,NM,0101000020CE130000AB6C1CBF686031C1CAB04EB879E13641,29
5462004,Chuska School,NM,0101000020CE130000F7BDE1896D5B31C157D78D2E45DC3641,29
5462048,Cienega School,NM,0101000020CE130000E9B3D4EE7B0E2AC1D77AC66AB2B02F41,-1
5462049,Cienega School,NM,0101000020CE1300005A5E8B076BB62BC1C356BF6BE2F13541,-1
5462083,Cimarron Elementary School,NM,0101000020CE130000B8359A7DEB1B28C191AA32DC71643741,-1
5462084,Cimarron High School,NM,0101000020CE130000B8359A7DEB1B28C191AA32DC71643741,-1
5462086,Cimarron Junior High School,NM,0101000020CE130000B8359A7DEB1B28C191AA32DC71643741,-1
5462278,Clayton Junior High School,NM,0101000020CE130000ABBC74973E6E23C1DF5D9AC1BB133741,10
5462294,Clayton High School,NM,0101000020CE13000065898D3F9D7323C1BD243375D6173741,10
5462335,Cleveland Middle School,NM,0101000020CE13000008974F6BF9162DC1AE1D81B8D9453541,3
5462339,Cliff Elementary School,NM,0101000020CE13000059F2A2DEB4D331C193C58B688EF43141,-1
5462374,Cliff High School,NM,0101000020CE13000059F2A2DEB4D331C193C58B688EF43141,-1
5462380,Cloudcroft Elementary School,NM,0101000020CE130000370F2237BF932BC1E4442E2D70793141,-1
5462381,Cloudcroft High School,NM,0101000020CE130000370F2237BF932BC1E4442E2D70793141,-1
5462383,Cloudcroft Middle School,NM,0101000020CE130000370F2237BF932BC1E4442E2D70793141,-1
5462384,Cloudcroft Municipal School,NM,0101000020CE1300003F9E5DB6FE932BC1EF8336923B783141,-1
5462395,Clovis Community College,NM,0101000020CE130000296122F3CD0924C1262271100B9C3341,18
5462397,Clovis Evening School,NM,0101000020CE130000296122F3CD0924C1262271100B9C3341,18
5462400,Clovis High School,NM,0101000020CE130000296122F3CD0924C1262271100B9C3341,18
5462472,Cobre High School,NM,0101000020CE130000594769D8E43131C119BE9E8137873141,-1
5462485,Cochiti Elementary School,NM,0101000020CE130000EB7F9EC55A5A2DC1A70A16C99E443541,3
5462488,Cochiti Junior High School,NM,0101000020CE130000F8A2B5894B3F2CC169DC0ABD57013641,-1
5462576,College Lane Elementary,NM,0101000020CE1300008706F9D30F4824C15909ADD0A3B53041,22
5462580,College Street School,NM,0101000020CE1300003C266963756731C1A92C5E6ECB913141,13
5462582,College of Santa Fe,NM,0101000020CE1300000A85F26E29472BC1EFBE35DCA1153641,2
5462584,College of the Southwest,NM,0101000020CE130000F3FF07AC806824C151D62BB2F0D53041,-1
5462586,Collet Park Elementary School,NM,0101000020CE1300008E124B4AB3F62CC10367F5FDBE3A3541,3
5462676,Columbian School,NM,0101000020CE130000E526409621B326C15EC8E38E18033841,30
5462684,Columbus Elementary School,NM,0101000020CE1300000656308B7BB230C18EB99FD575BA2F41,-1
5462713,Comanche Elementary School,NM,0101000020CE130000E2CFFE7873102DC1B73360F823443541,3
5462753,Community Christian School,NM,0101000020CE130000D5E8046382362CC1C766CB3E5D673141,5
5462802,Conchas School,NM,0101000020CE130000A47062542A7526C12F1E1741295F3541,-1
5462836,Conlee School,NM,0101000020CE130000B206F7F4AFAC2EC1A3AEB7CDA2823041,4
5463169,Corona Elementary School,NM,0101000020CE130000E54B412CE3B82AC1D5663E7867A43341,-1
5463170,Corona High School,NM,0101000020CE130000E54B412CE3B82AC1D5663E7867A43341,-1
5463183,Coronado Elementary School,NM,0101000020CE1300008706F9D30F4824C15909ADD0A3B53041,22
5463188,Coronado School,NM,0101000020CE1300007A13DC0497552DC1182C396219343541,3
5463189,Coronado School,NM,0101000020CE13000019522D95C53A24C1681E135428C13041,-1
5463253,Corrales Elementary School,NM,0101000020CE1300005539DBCB8E2B2DC16A54EC6A5A733541,-1
5463276,Cortez School,NM,0101000020CE1300008CAAC0A8E1232DC1C79C59FBAC3C3541,3
5463287,Costilla Elementary School,NM,0101000020CE130000906151A981DF29C18712B6BC61CF3741,28
5463369,Cottonwood Montessori,NM,0101000020CE130000C22D7BA025322DC1E8C55553716F3541,-1
5463373,Cottonwood School,NM,0101000020CE13000026DD36134BE127C19BF8B8BAAF3E3141,-1
5463452,Country Club School,NM,0101000020CE130000EFF03FB9245530C1A6EAB066A4533841,-1
5463464,Court Junior High School,NM,0101000020CE13000045AB017A9EC32EC11B03F284C9893041,4
5463473,Covenant Christian School,NM,0101000020CE1300005D21945B61D62BC1858B47BD28683641,-1
5463772,Cristo Rey School,NM,0101000020CE13000046B958ED482A2BC13B885BABB51A3641,2
5463892,Crownpoint Boarding School,NM,0101000020CE130000ED5382D1009330C124FCA78394793641,21
5463893,Crownpoint Elementary School,NM,0101000020CE130000EFBCAA99F29630C12156E98626773641,21
5463894,Crownpoint High School,NM,0101000020CE130000EFBCAA99F29630C12156E98626773641,21
5463895,Crownpoint Institute of Technology,NM,0101000020CE130000EFBCAA99F29630C12156E98626773641,21
5463951,Cuates School,NM,0101000020CE13000095D33A91C2BD23C159AB42D155AD3741,-1
5463968,Cuba Elementary School,NM,0101000020CE1300006CD18FC75CCD2DC183BE2E7EFAD93641,31
5463970,Cuba High School,NM,0101000020CE1300006CD18FC75CCD2DC183BE2E7EFAD93641,31
5463973,Cuba Middle School,NM,0101000020CE1300006CD18FC75CCD2DC183BE2E7EFAD93641,31
5463984,Cubero Elementary School,NM,0101000020CE130000D97F44C634B42FC14FA02742925A3541,-1
5464128,Cumbres Junior High School,NM,0101000020CE130000307AAA15D60E2CC1F28BB781AA883641,15
5464160,Custer Mountain School (historical),NM,0101000020CE130000FB0306D3D9F424C1702D395B75902F41,-1
5464236,Dahlia School,NM,0101000020CE130000DEDC82522C8629C12843232F03123541,-1
5464291,Daniel Fernandez Intermediate School,NM,0101000020CE130000ECACF673B4992DC13A52AEA2AEBB3441,12
5464346,Datil Elementary School,NM,0101000020CE130000EBB4D5714E7F30C101F836F5D7D03341,-1
5464380,David Skeet Elementary,NM,0101000020CE130000E84B820703B031C16D06F44C2CB63541,-1
5464464,De Vargas Junior High School,NM,0101000020CE1300001E85F06D8E432BC1FA374DCD13153641,2
5464738,Del Norte High School,NM,0101000020CE130000B8A556C7F61F2DC1836BADC1EA483541,3
5464740,Del Norte School,NM,0101000020CE130000E6C597EB83F727C127231EAAB8193241,25
5464769,Deming High School,NM,0101000020CE130000B5F6783920C630C1816F3A9A1EA13041,19
5464772,Deming Junior High School,NM,0101000020CE130000B5F6783920C630C1816F3A9A1EA13041,19
5464788,Dennis Chavez Elementary School,NM,0101000020CE130000C4EB0D35CC042DC16D6CF16DCB563541,6
5464789,Dennis Chavez Elementary School,NM,0101000020CE130000F42B674C24D42DC1D73D5E78FA853441,1
5464839,Des Moines Elementary School,NM,0101000020CE130000E7A0DA65191F25C18E92E69561AF3741,-1
5464840,Des Moines High School,NM,0101000020CE130000E7A0DA65191F25C18E92E69561AF3741,-1
